Word,PosTag,NamedEntity,PreviousPosTag,PreviousWord,NextPosTag,NextWord
death,NN,O,TO,to,RBR,earlier
earlier,RBR,O,NN,death,DT,this
this,DT,O,RBR,earlier,NN,year
year,NN,O,DT,this,",",","
",",",",O,NN,year,CD,nine
nine,CD,O,",",",",NNS,months
months,NNS,O,CD,nine,IN,after
after,IN,O,NNS,months,VBG,being
being,VBG,O,IN,after,NN,abducted
abducted,NN,O,VBG,being,IN,in
in,IN,O,NN,abducted,NNP,June
June,NNP,O,IN,in,CD,1995
1995,CD,O,NNP,June,.,.
.,.,O,CD,1995,None,None
Two,CD,O,None,None,JJ,other
other,JJ,O,CD,Two,NNS,girls
girls,NNS,O,JJ,other,VBP,have
have,VBP,O,NNS,girls,VBN,been
been,VBN,O,VBP,have,VBN,rescued
rescued,VBN,O,VBN,been,CC,and
and,CC,O,VBN,rescued,NNS,police
police,NNS,O,CC,and,VBP,are
are,VBP,O,NNS,police,VBG,hunting
hunting,VBG,O,VBP,are,IN,for
for,IN,O,VBG,hunting,IN,at
at,IN,O,IN,for,JJS,least
least,JJS,O,IN,at,CD,two
two,CD,O,JJS,least,JJR,more
more,JJR,O,CD,two,WP,who
who,WP,O,JJR,more,NNP,Dutroux
Dutroux,NNP,I-PER,WP,who,VBZ,has
has,VBZ,O,NNP,Dutroux,VBN,admitted
admitted,VBN,O,VBZ,has,NN,kidnapping
kidnapping,NN,O,VBN,admitted,DT,a
a,DT,O,NN,kidnapping,NN,year
year,NN,O,DT,a,RB,ago
ago,RB,O,NN,year,.,.
.,.,O,RB,ago,None,None
"""","""",O,None,None,NNP,Dutroux
Dutroux,NNP,I-PER,"""","""",VBZ,has
has,VBZ,O,NNP,Dutroux,VBN,admitted
admitted,VBN,O,VBZ,has,VBG,killing
killing,VBG,O,VBN,admitted,NNP,Weinstein
Weinstein,NNP,I-PER,VBG,killing,IN,after
after,IN,O,NNP,Weinstein,DT,a
a,DT,O,IN,after,NN,disagreement
disagreement,NN,O,DT,a,IN,between
between,IN,O,NN,disagreement,DT,the
the,DT,O,IN,between,NNS,accomplices
accomplices,NNS,O,DT,the,IN,in
in,IN,O,NNS,accomplices,DT,an
an,DT,O,IN,in,NN,affair
affair,NN,O,DT,an,IN,of
of,IN,O,NN,affair,NN,truck
truck,NN,O,IN,of,NN,theft
theft,NN,O,NN,truck,",",","
",",",",O,NN,theft,"""",""""
"""","""",O,",",",",NNP,Bourlet
Bourlet,NNP,I-PER,"""","""",VBD,said
said,VBD,O,NNP,Bourlet,.,.
.,.,O,VBD,said,None,None
Another,DT,O,None,None,CD,four
four,CD,O,DT,Another,NNS,people
people,NNS,O,CD,four,VBD,were
were,VBD,O,NNS,people,RB,also
also,RB,O,VBD,were,VBN,questioned
questioned,VBN,O,RB,also,IN,at
at,IN,O,VBN,questioned,DT,the
the,DT,O,IN,at,NN,weekend
weekend,NN,O,DT,the,CC,but
but,CC,O,NN,weekend,VBD,had
had,VBD,O,CC,but,RB,not
not,RB,O,VBD,had,VBN,been
been,VBN,O,RB,not,VBN,detained
detained,VBN,O,VBN,been,",",","
",",",",O,VBN,detained,NNP,Bourlet
Bourlet,NNP,I-PER,",",",",VBD,added
added,VBD,O,NNP,Bourlet,.,.
.,.,O,VBD,added,None,None
Anne,NNP,I-PER,None,None,NNP,Thily
Thily,NNP,I-PER,NNP,Anne,",",","
",",",",O,NNP,Thily,JJ,public
public,JJ,O,",",",",NN,prosecutor
prosecutor,NN,O,JJ,public,IN,in
in,IN,O,NN,prosecutor,DT,the
the,DT,O,IN,in,JJ,eastern
eastern,JJ,O,DT,the,NN,city
city,NN,O,JJ,eastern,IN,of
of,IN,O,NN,city,NNP,Liege
Liege,NNP,I-LOC,IN,of,WRB,where
where,WRB,O,NNP,Liege,NNP,Julie
Julie,NNP,I-PER,WRB,where,CC,and
and,CC,O,NNP,Julie,NNP,Melissa
Melissa,NNP,I-PER,CC,and,VBD,lived
lived,VBD,O,NNP,Melissa,",",","
",",",",O,VBD,lived,VBD,said
said,VBD,O,",",",",DT,this
this,DT,O,VBD,said,VBD,was
was,VBD,O,DT,this,DT,a
a,DT,O,VBD,was,JJ,major
major,JJ,O,DT,a,NN,case
case,NN,O,JJ,major,VBG,involving
involving,VBG,O,NN,case,DT,some
some,DT,O,VBG,involving,CD,50
50,CD,O,DT,some,NNS,investigators
investigators,NNS,O,CD,50,:,--
--,:,O,NNS,investigators,VBG,including
including,VBG,O,:,--,CD,two
two,CD,O,VBG,including,IN,from
from,IN,O,CD,two,DT,the
the,DT,O,IN,from,NNP,U.S.
U.S.,NNP,I-LOC,DT,the,NNP,Federal
Federal,NNP,I-ORG,NNP,U.S.,NNP,Bureau
Bureau,NNP,I-ORG,NNP,Federal,IN,of
of,IN,I-ORG,NNP,Bureau,NNP,Investigation
Investigation,NNP,I-ORG,IN,of,.,.
.,.,O,NNP,Investigation,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
French,JJ,I-MISC,None,None,CD,1997
1997,CD,O,JJ,French,NN,budget
budget,NN,O,CD,1997,JJ,due
due,JJ,O,NN,budget,IN,around
around,IN,O,JJ,due,NNP,September
September,NNP,O,IN,around,CD,10
10,CD,O,NNP,September,:,-
-,:,O,CD,10,NNP,Juppe
Juppe,NNP,I-PER,:,-,.,.
.,.,O,NNP,Juppe,None,None
BREGANCON,NNP,I-LOC,None,None,",",","
",",",",O,NNP,BREGANCON,NNP,France
France,NNP,I-LOC,",",",",CD,1996-08-25
1996-08-25,CD,O,NNP,France,None,None
Prime,NNP,O,None,None,NNP,Minister
Minister,NNP,O,NNP,Prime,NNP,Alain
Alain,NNP,I-PER,NNP,Minister,NNP,Juppe
Juppe,NNP,I-PER,NNP,Alain,VBD,said
said,VBD,O,NNP,Juppe,IN,on
on,IN,O,VBD,said,NNP,Sunday
Sunday,NNP,O,IN,on,DT,the
the,DT,O,NNP,Sunday,NN,draft
draft,NN,O,DT,the,CD,1997
1997,CD,O,NN,draft,NN,budget
budget,NN,O,CD,1997,CC,and
and,CC,O,NN,budget,NNS,plans
plans,NNS,O,CC,and,IN,for
for,IN,O,NNS,plans,VBG,funding
funding,VBG,O,IN,for,DT,the
the,DT,O,VBG,funding,JJ,social
social,JJ,O,DT,the,NN,security
security,NN,O,JJ,social,NN,system
system,NN,O,NN,security,MD,would
would,MD,O,NN,system,VB,be
be,VB,O,MD,would,VBN,pubished
pubished,VBN,O,VB,be,IN,around
around,IN,O,VBN,pubished,NNP,September
September,NNP,O,IN,around,CD,10
10,CD,O,NNP,September,.,.
.,.,O,CD,10,None,None
"""","""",O,None,None,DT,The
The,DT,O,"""","""",NNS,texts
texts,NNS,O,DT,The,VBP,are
are,VBP,O,NNS,texts,RB,practically
practically,RB,O,VBP,are,JJ,ready
ready,JJ,O,RB,practically,",",","
",",",",O,JJ,ready,"""",""""
"""","""",O,",",",",PRP,he
he,PRP,O,"""","""",VBD,told
told,VBD,O,PRP,he,NNS,reporters
reporters,NNS,O,VBD,told,IN,after
after,IN,O,NNS,reporters,DT,a
a,DT,O,IN,after,NN,weekend
weekend,NN,O,DT,a,IN,of
of,IN,O,NN,weekend,NNS,talks
talks,NNS,O,IN,of,IN,with
with,IN,O,NNS,talks,NNP,President
President,NNP,O,IN,with,NNP,Jacques
Jacques,NNP,I-PER,NNP,President,NNP,Chirac
Chirac,NNP,I-PER,NNP,Jacques,IN,in
in,IN,O,NNP,Chirac,DT,a
a,DT,O,IN,in,NNP,Riviera
Riviera,NNP,I-LOC,DT,a,NN,fortress
fortress,NN,O,NNP,Riviera,.,.
.,.,O,NN,fortress,None,None
The,DT,O,None,None,NN,budget
budget,NN,O,DT,The,VBD,had
had,VBD,O,NN,budget,VBN,been
been,VBN,O,VBD,had,RB,widely
widely,RB,O,VBN,been,VBN,expected
expected,VBN,O,RB,widely,DT,a
a,DT,O,VBN,expected,NN,week
week,NN,O,DT,a,CC,or
or,CC,O,NN,week,RB,so
so,RB,O,CC,or,RB,later
later,RB,O,RB,so,.,.
.,.,O,RB,later,None,None
--,:,O,None,None,NNP,Paris
Paris,NNP,I-LOC,:,--,NN,newsroom
newsroom,NN,O,NNP,Paris,CD,+331
+331,CD,O,NN,newsroom,CD,4221
4221,CD,O,CD,+331,CD,5452
5452,CD,O,CD,4221,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
19,CD,O,None,None,VBP,die
die,VBP,O,CD,19,IN,as
as,IN,O,VBP,die,NN,bus
bus,NN,O,IN,as,VBZ,falls
falls,VBZ,O,NN,bus,IN,in
in,IN,O,VBZ,falls,NN,river
river,NN,O,IN,in,IN,in
in,IN,O,NN,river,NNP,Pakistani
Pakistani,NNP,I-LOC,IN,in,NNP,Kashmir
Kashmir,NNP,I-LOC,NNP,Pakistani,.,.
.,.,O,NNP,Kashmir,None,None
MUZAFFARABAD,NNP,I-LOC,None,None,",",","
",",",",O,NNP,MUZAFFARABAD,NNP,Pakistan
Pakistan,NNP,I-LOC,",",",",CD,1996-08-25
1996-08-25,CD,O,NNP,Pakistan,None,None
A,DT,O,None,None,NN,bus
bus,NN,O,DT,A,VBD,fell
fell,VBD,O,NN,bus,IN,from
from,IN,O,VBD,fell,DT,a
a,DT,O,IN,from,NN,mountain
mountain,NN,O,DT,a,NN,road
road,NN,O,NN,mountain,IN,into
into,IN,O,NN,road,DT,a
a,DT,O,IN,into,NN,river
river,NN,O,DT,a,IN,in
in,IN,O,NN,river,JJ,Pakistan-ruled
Pakistan-ruled,JJ,I-MISC,IN,in,NN,Azad
Azad,NN,I-LOC,JJ,Pakistan-ruled,(,(
(,(,I-LOC,NN,Azad,JJ,free
free,JJ,I-LOC,(,(,),)
),),I-LOC,JJ,free,NNP,Kashmir
Kashmir,NNP,I-LOC,),),IN,on
on,IN,O,NNP,Kashmir,NNP,Sunday
Sunday,NNP,O,IN,on,",",","
",",",",O,NNP,Sunday,VBG,killing
killing,VBG,O,",",",",IN,at
at,IN,O,VBG,killing,JJS,least
least,JJS,O,IN,at,CD,19
19,CD,O,JJS,least,NNS,people
people,NNS,O,CD,19,CC,and
and,CC,O,NNS,people,VBG,injuring
injuring,VBG,O,CC,and,CD,11
11,CD,O,VBG,injuring,",",","
",",",",O,CD,11,NNS,police
police,NNS,O,",",",",VBD,said
said,VBD,O,NNS,police,.,.
.,.,O,VBD,said,None,None
They,PRP,O,None,None,VBD,said
said,VBD,O,PRP,They,JJ,dead
dead,JJ,O,VBD,said,VBD,included
included,VBD,O,JJ,dead,CD,five
five,CD,O,VBD,included,NNS,refugees
refugees,NNS,O,CD,five,IN,from
from,IN,O,NNS,refugees,DT,the
the,DT,O,IN,from,JJ,Indian-ruled
Indian-ruled,JJ,I-MISC,DT,the,NN,part
part,NN,O,JJ,Indian-ruled,IN,of
of,IN,O,NN,part,NNP,Kashmir
Kashmir,NNP,I-LOC,IN,of,",",","
",",",",O,NNP,Kashmir,WRB,where
where,WRB,O,",",",",NNP,Moslem
Moslem,NNP,I-MISC,WRB,where,NNS,militants
militants,NNS,O,NNP,Moslem,VBP,have
have,VBP,O,NNS,militants,VBN,waged
waged,VBN,O,VBP,have,DT,a
a,DT,O,VBN,waged,JJ,separatist
separatist,JJ,O,DT,a,NN,revolt
revolt,NN,O,JJ,separatist,IN,since
since,IN,O,NN,revolt,JJ,early
early,JJ,O,IN,since,CD,1990
1990,CD,O,JJ,early,.,.
.,.,O,CD,1990,None,None
The,DT,O,None,None,NN,police
police,NN,O,DT,The,VBD,said
said,VBD,O,NN,police,CD,14
14,CD,O,VBD,said,IN,of
of,IN,O,CD,14,DT,the
the,DT,O,IN,of,CD,45
45,CD,O,DT,the,NNS,passengers
passengers,NNS,O,CD,45,IN,on
on,IN,O,NNS,passengers,DT,the
the,DT,O,IN,on,NN,bus
bus,NN,O,DT,the,VBD,died
died,VBD,O,NN,bus,RB,instantly
instantly,RB,O,VBD,died,WRB,when
when,WRB,O,RB,instantly,DT,the
the,DT,O,WRB,when,NN,vehicle
vehicle,NN,O,DT,the,VBD,fell
fell,VBD,O,NN,vehicle,IN,into
into,IN,O,VBD,fell,NNP,Kunar
Kunar,NNP,I-LOC,IN,into,NN,river
river,NN,O,NNP,Kunar,IN,from
from,IN,O,NN,river,DT,a
a,DT,O,IN,from,JJ,narrow
narrow,JJ,O,DT,a,NN,road
road,NN,O,JJ,narrow,VBG,leading
leading,VBG,O,NN,road,IN,from
from,IN,O,VBG,leading,DT,the
the,DT,O,IN,from,NN,state
state,NN,O,DT,the,NN,capital
capital,NN,O,NN,state,NNP,Muzaffarabad
Muzaffarabad,NNP,I-LOC,NN,capital,TO,to
to,TO,O,NNP,Muzaffarabad,DT,the
the,DT,O,TO,to,JJ,nearby
nearby,JJ,O,DT,the,JJ,Pakistani
Pakistani,JJ,I-MISC,JJ,nearby,NN,town
town,NN,O,JJ,Pakistani,IN,of
of,IN,O,NN,town,NNP,Garhi
Garhi,NNP,I-LOC,IN,of,NNP,Habibullah
Habibullah,NNP,I-LOC,NNP,Garhi,RB,northwest
northwest,RB,O,NNP,Habibullah,.,.
.,.,O,RB,northwest,None,None
Five,CD,O,None,None,NNS,people
people,NNS,O,CD,Five,VBN,died
died,VBN,O,NNS,people,RB,later
later,RB,O,VBN,died,IN,in
in,IN,O,RB,later,NN,hospital
hospital,NN,O,IN,in,.,.
.,.,O,NN,hospital,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
North,JJ,I-MISC,None,None,JJ,Afghan
Afghan,JJ,I-MISC,JJ,North,NN,highway
highway,NN,O,JJ,Afghan,NN,opening
opening,NN,O,NN,highway,VBD,put
put,VBD,O,NN,opening,RP,off
off,RP,O,VBD,put,",",","
",",",",O,RP,off,NN,radio
radio,NN,O,",",",",VBZ,says
says,VBZ,O,NN,radio,.,.
.,.,O,VBZ,says,None,None
ISLAMABAD,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,ISLAMABAD,None,None
The,DT,O,None,None,VBN,planned
planned,VBN,O,DT,The,VBG,reopening
reopening,VBG,O,VBN,planned,IN,of
of,IN,O,VBG,reopening,NNP,Afghanistan
Afghanistan,NNP,I-LOC,IN,of,POS,'s
's,POS,O,NNP,Afghanistan,JJ,main
main,JJ,O,POS,'s,JJ,northern
northern,JJ,O,JJ,main,NNP,Salang
Salang,NNP,I-LOC,JJ,northern,NN,highway
highway,NN,O,NNP,Salang,IN,as
as,IN,O,NN,highway,DT,a
a,DT,O,IN,as,NN,result
result,NN,O,DT,a,IN,of
of,IN,O,NN,result,NN,peace
peace,NN,O,IN,of,NNS,talks
talks,NNS,O,NN,peace,IN,with
with,IN,O,NNS,talks,DT,an
an,DT,O,IN,with,NN,opposition
opposition,NN,O,DT,an,NN,alliance
alliance,NN,O,NN,opposition,VBZ,has
has,VBZ,O,NN,alliance,VBN,been
been,VBN,O,VBZ,has,VBN,put
put,VBN,O,VBN,been,RP,off
off,RP,O,VBN,put,IN,until
until,IN,O,RP,off,NNP,Wednesday
Wednesday,NNP,O,IN,until,",",","
",",",",O,NNP,Wednesday,NN,official
official,NN,O,",",",",NNP,Kabul
Kabul,NNP,I-ORG,NN,official,NNP,Radio
Radio,NNP,I-ORG,NNP,Kabul,VBD,said
said,VBD,O,NNP,Radio,IN,on
on,IN,O,VBD,said,NNP,Sunday
Sunday,NNP,O,IN,on,.,.
.,.,O,NNP,Sunday,None,None
The,DT,O,None,None,JJ,embattled
embattled,JJ,O,DT,The,JJ,Afghan
Afghan,JJ,I-MISC,JJ,embattled,NN,government
government,NN,O,JJ,Afghan,VBD,said
said,VBD,O,NN,government,JJ,last
last,JJ,O,VBD,said,NN,week
week,NN,O,JJ,last,IN,that
that,IN,O,NN,week,DT,the
the,DT,O,IN,that,NNP,Kabul-Salang
Kabul-Salang,NNP,I-LOC,DT,the,NN,highway
highway,NN,O,NNP,Kabul-Salang,MD,would
would,MD,O,NN,highway,VB,be
be,VB,O,MD,would,VBN,opened
opened,VBN,O,VB,be,IN,on
on,IN,O,VBN,opened,NNP,Monday
Monday,NNP,O,IN,on,CC,or
or,CC,O,NNP,Monday,NNP,Tuesday
Tuesday,NNP,O,CC,or,VBG,following
following,VBG,O,NNP,Tuesday,NNS,talks
talks,NNS,O,VBG,following,IN,with
with,IN,O,NNS,talks,DT,the
the,DT,O,IN,with,NNP,Supreme
Supreme,NNP,I-ORG,DT,the,NNP,Coordination
Coordination,NNP,I-ORG,NNP,Supreme,NNP,Council
Council,NNP,I-ORG,NNP,Coordination,NN,alliance
alliance,NN,I-ORG,NNP,Council,VBN,led
led,VBN,O,NN,alliance,IN,by
by,IN,O,VBN,led,JJ,Jumbish-i-Milli
Jumbish-i-Milli,JJ,I-ORG,IN,by,NN,movement
movement,NN,O,JJ,Jumbish-i-Milli,IN,of
of,IN,O,NN,movement,JJ,powerful
powerful,JJ,O,IN,of,NN,opposition
opposition,NN,O,JJ,powerful,RB,warlord
warlord,RB,O,NN,opposition,NNP,General
General,NNP,O,RB,warlord,NNP,Abdul
Abdul,NNP,I-PER,NNP,General,NNP,Rashid
Rashid,NNP,I-PER,NNP,Abdul,NNP,Dostum
Dostum,NNP,I-PER,NNP,Rashid,.,.
.,.,O,NNP,Dostum,None,None
The,DT,O,None,None,NN,radio
radio,NN,O,DT,The,VBD,said
said,VBD,O,NN,radio,IN,on
on,IN,O,VBD,said,NNP,Sunday
Sunday,NNP,O,IN,on,DT,the
the,DT,O,NNP,Sunday,NN,postponement
postponement,NN,O,DT,the,IN,of
of,IN,O,NN,postponement,DT,the
the,DT,O,IN,of,NN,opening
opening,NN,O,DT,the,VBD,had
had,VBD,O,NN,opening,VBN,been
been,VBN,O,VBD,had,VBN,made
made,VBN,O,VBN,been,JJ,due
due,JJ,O,VBN,made,TO,to
to,TO,O,JJ,due,"""",""""
"""","""",O,TO,to,NNS,precautions
precautions,NNS,O,"""","""","""",""""
"""","""",O,NNS,precautions,.,.
.,.,O,"""","""",None,None
It,PRP,O,None,None,VBD,did
did,VBD,O,PRP,It,RB,not
not,RB,O,VBD,did,VB,elaborate
elaborate,VB,O,RB,not,.,.
.,.,O,VB,elaborate,None,None
The,DT,O,None,None,NNP,Salang
Salang,NNP,I-LOC,DT,The,NN,highway
highway,NN,O,NNP,Salang,",",","
",",",",O,NN,highway,NNP,Afghanistan
Afghanistan,NNP,I-LOC,",",",",POS,'s
's,POS,O,NNP,Afghanistan,JJ,main
main,JJ,O,POS,'s,NN,route
route,NN,O,JJ,main,TO,to
to,TO,O,NN,route,NNP,Central
Central,NNP,I-LOC,TO,to,NNP,Asia
Asia,NNP,I-LOC,NNP,Central,",",","
",",",",O,NNP,Asia,VBZ,has
has,VBZ,O,",",",",VBN,been
been,VBN,O,VBZ,has,VBN,controlled
controlled,VBN,O,VBN,been,IN,by
by,IN,O,VBN,controlled,NNP,Dostum
Dostum,NNP,I-PER,IN,by,IN,since
since,IN,O,NNP,Dostum,PRP,he
he,PRP,O,IN,since,VBD,began
began,VBD,O,PRP,he,VBG,fighting
fighting,VBG,O,VBD,began,NNP,President
President,NNP,O,VBG,fighting,NNP,Burhanuddin
Burhanuddin,NNP,I-PER,NNP,President,NNP,Rabbani
Rabbani,NNP,I-PER,NNP,Burhanuddin,POS,'s
's,POS,O,NNP,Rabbani,NN,government
government,NN,O,POS,'s,IN,in
in,IN,O,NN,government,NNP,Kabul
Kabul,NNP,I-LOC,IN,in,IN,in
in,IN,O,NNP,Kabul,NNP,January
January,NNP,O,IN,in,CD,1994
1994,CD,O,NNP,January,IN,in
in,IN,O,CD,1994,NN,alliance
alliance,NN,O,IN,in,IN,with
with,IN,O,NN,alliance,JJ,Hezb-i-Islami
Hezb-i-Islami,JJ,I-ORG,IN,with,NN,party
party,NN,O,JJ,Hezb-i-Islami,NN,leader
leader,NN,O,NN,party,NNP,Gulbuddin
Gulbuddin,NNP,I-PER,NN,leader,NNP,Hekmatyar
Hekmatyar,NNP,I-PER,NNP,Gulbuddin,",",","
",",",",O,NNP,Hekmatyar,RB,then
then,RB,O,",",",",JJ,prime
prime,JJ,O,RB,then,NN,minister
minister,NN,O,JJ,prime,CC,but
but,CC,O,NN,minister,RB,rival
rival,RB,O,CC,but,TO,to
to,TO,O,RB,rival,DT,the
the,DT,O,TO,to,NN,president
president,NN,O,DT,the,.,.
.,.,O,NN,president,None,None
Hekmatyar,JJR,I-PER,None,None,VBD,rejoined
rejoined,VBD,O,JJR,Hekmatyar,DT,the
the,DT,O,VBD,rejoined,NN,government
government,NN,O,DT,the,IN,as
as,IN,O,NN,government,JJ,prime
prime,JJ,O,IN,as,NN,minister
minister,NN,O,JJ,prime,JJ,last
last,JJ,O,NN,minister,NNP,June
June,NNP,O,JJ,last,IN,under
under,IN,O,NNP,June,DT,a
a,DT,O,IN,under,NN,peace
peace,NN,O,DT,a,NN,pact
pact,NN,O,NN,peace,IN,with
with,IN,O,NN,pact,NNP,Rabbani
Rabbani,NNP,I-PER,IN,with,CC,and
and,CC,O,NNP,Rabbani,VBZ,has
has,VBZ,O,CC,and,RB,since
since,RB,O,VBZ,has,VBN,been
been,VBN,O,RB,since,VBG,trying
trying,VBG,O,VBN,been,TO,to
to,TO,O,VBG,trying,VB,persuade
persuade,VB,O,TO,to,JJ,other
other,JJ,O,VB,persuade,NN,opposition
opposition,NN,O,JJ,other,NNS,factions
factions,NNS,O,NN,opposition,TO,to
to,TO,O,NNS,factions,VB,follow
follow,VB,O,TO,to,NN,suit
suit,NN,O,VB,follow,.,.
.,.,O,NN,suit,None,None
Earlier,RBR,O,None,None,DT,this
this,DT,O,RBR,Earlier,NN,month
month,NN,O,DT,this,",",","
",",",",O,NN,month,NNP,Jumbish
Jumbish,NNP,I-PER,",",",",VBD,denied
denied,VBD,O,NNP,Jumbish,DT,a
a,DT,O,VBD,denied,NNP,Kabul
Kabul,NNP,I-LOC,DT,a,NN,government
government,NN,O,NNP,Kabul,NN,statement
statement,NN,O,NN,government,IN,that
that,IN,O,NN,statement,DT,the
the,DT,O,IN,that,CD,two
two,CD,O,DT,the,NNS,sides
sides,NNS,O,CD,two,VBD,had
had,VBD,O,NNS,sides,VBN,agreed
agreed,VBN,O,VBD,had,TO,to
to,TO,O,VBN,agreed,DT,a
a,DT,O,TO,to,NN,ceasefire
ceasefire,NN,O,DT,a,IN,in
in,IN,O,NN,ceasefire,DT,the
the,DT,O,IN,in,NN,north
north,NN,O,DT,the,.,.
.,.,O,NN,north,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
Students,NNS,O,None,None,VBP,burn
burn,VBP,O,NNS,Students,NNP,Hasina
Hasina,NNP,I-PER,VBP,burn,RB,effigy
effigy,RB,O,NNP,Hasina,",",","
",",",",O,RB,effigy,NN,battle
battle,NN,O,",",",",NN,police
police,NN,O,NN,battle,.,.
.,.,O,NN,police,None,None
Anis,NNP,I-PER,None,None,NNP,Ahmed
Ahmed,NNP,I-PER,NNP,Anis,None,None
DHAKA,NNP,I-LOC,None,None,CD,1996-08-25
1996-08-25,CD,O,NNP,DHAKA,None,None
Students,NNS,O,None,None,VBN,backed
backed,VBN,O,NNS,Students,IN,by
by,IN,O,VBN,backed,NN,opposition
opposition,NN,O,IN,by,NNS,parties
parties,NNS,O,NN,opposition,VBD,battled
battled,VBD,O,NNS,parties,NN,police
police,NN,O,VBD,battled,CC,and
and,CC,O,NN,police,VBD,burned
burned,VBD,O,CC,and,DT,an
an,DT,O,VBD,burned,NN,effigy
effigy,NN,O,DT,an,IN,of
of,IN,O,NN,effigy,NNP,Prime
Prime,NNP,O,IN,of,NNP,Minister
Minister,NNP,O,NNP,Prime,NNP,Sheikh
Sheikh,NNP,O,NNP,Minister,NNP,Hasina
Hasina,NNP,I-PER,NNP,Sheikh,IN,during
during,IN,O,NNP,Hasina,DT,a
a,DT,O,IN,during,NN,strike
strike,NN,O,DT,a,IN,in
in,IN,O,NN,strike,DT,the
the,DT,O,IN,in,NN,north
north,NN,O,DT,the,NNP,Bangladeshi
Bangladeshi,NNP,I-MISC,NN,north,NN,town
town,NN,O,NNP,Bangladeshi,IN,of
of,IN,O,NN,town,NNP,Bogra
Bogra,NNP,I-LOC,IN,of,IN,on
on,IN,O,NNP,Bogra,NNP,Sunday
Sunday,NNP,O,IN,on,.,.
.,.,O,NNP,Sunday,None,None
The,DT,O,None,None,NNS,strikers
strikers,NNS,O,DT,The,VBD,barricaded
barricaded,VBD,O,NNS,strikers,NNS,streets
streets,NNS,O,VBD,barricaded,",",","
",",",",O,NNS,streets,VBD,attacked
attacked,VBD,O,",",",",DT,the
the,DT,O,VBD,attacked,JJ,local
local,JJ,O,DT,the,NN,office
office,NN,O,JJ,local,IN,of
of,IN,O,NN,office,DT,the
the,DT,O,IN,of,VBG,ruling
ruling,VBG,O,DT,the,NNP,Awami
Awami,NNP,I-ORG,VBG,ruling,NNP,League
League,NNP,I-ORG,NNP,Awami,",",","
",",",",O,NNP,League,VBD,fought
fought,VBD,O,",",",",VBG,running
running,VBG,O,VBD,fought,NNS,battles
battles,NNS,O,VBG,running,IN,with
with,IN,O,NNS,battles,NN,police
police,NN,O,IN,with,CC,and
and,CC,O,NN,police,VBD,set
set,VBD,O,CC,and,JJ,alight
alight,JJ,O,VBD,set,NNS,hundreds
hundreds,NNS,O,JJ,alight,IN,of
of,IN,O,NNS,hundreds,NNS,copies
copies,NNS,O,IN,of,IN,of
of,IN,O,NNS,copies,DT,the
the,DT,O,IN,of,JJ,popular
popular,JJ,O,DT,the,"""",""""
"""","""",O,JJ,popular,NNP,Janakantha
Janakantha,NNP,I-ORG,"""","""","""",""""
"""","""",O,NNP,Janakantha,NN,newspaper
newspaper,NN,O,"""","""",",",","
",",",",O,NN,newspaper,VBG,alleging
alleging,VBG,O,",",",",PRP,it
it,PRP,O,VBG,alleging,VBD,was
was,VBD,O,PRP,it,JJ,pro-government
pro-government,JJ,O,VBD,was,.,.
.,.,O,JJ,pro-government,None,None
Police,NNS,O,None,None,VBD,used
used,VBD,O,NNS,Police,NNS,batons
batons,NNS,O,VBD,used,CC,and
and,CC,O,NNS,batons,NNS,teargas
teargas,NNS,O,CC,and,TO,to
to,TO,O,NNS,teargas,VB,try
try,VB,O,TO,to,TO,to
to,TO,O,VB,try,VB,disperse
disperse,VB,O,TO,to,NNS,students
students,NNS,O,VB,disperse,WP,who
who,WP,O,NNS,students,VBD,were
were,VBD,O,WP,who,VBG,throwing
throwing,VBG,O,VBD,were,NNS,stones
stones,NNS,O,VBG,throwing,CC,and
and,CC,O,NNS,stones,JJ,home-made
home-made,JJ,O,CC,and,NNS,bombs
bombs,NNS,O,JJ,home-made,",",","
",",",",O,NNS,bombs,NNS,witnesses
witnesses,NNS,O,",",",",VBD,said
said,VBD,O,NNS,witnesses,.,.
.,.,O,VBD,said,None,None
The,DT,O,None,None,NN,strike
strike,NN,O,DT,The,",",","
",",",",O,NN,strike,VBN,called
called,VBN,O,",",",",IN,by
by,IN,O,VBN,called,DT,the
the,DT,O,IN,by,JJ,main
main,JJ,O,DT,the,NN,opposition
opposition,NN,O,JJ,main,NNP,Bangladesh
Bangladesh,NNP,I-ORG,NN,opposition,JJ,Nationalist
Nationalist,JJ,I-ORG,NNP,Bangladesh,NNP,Party
Party,NNP,I-ORG,JJ,Nationalist,(,(
(,(,O,NNP,Party,NNP,BNP
BNP,NNP,I-ORG,(,(,),)
),),O,NNP,BNP,",",","
",",",",O,),),TO,to
to,TO,O,",",",",VB,denounce
denounce,VB,O,TO,to,DT,the
the,DT,O,VB,denounce,NNS,deaths
deaths,NNS,O,DT,the,IN,of
of,IN,O,NNS,deaths,CD,four
four,CD,O,IN,of,NNS,students
students,NNS,O,CD,four,VBN,killed
killed,VBN,O,NNS,students,IN,by
